14,94
91,73
79,16
61,51
12,48
52,51
2,88
4,55
15,38
96,23
18,79
80,51
57,54
92,32
89,41
23,85
97,50
42,90
96,19
78,34
1,80
62,85
36,3
52,32
64,74
48,61
43,49
7,44
35,47
2,12
11,19
92,45
69,80
56,70
80,97
93,78
80,43
48,24
99,29
72,87
35,27
82,61
54,68
78,56
32,50
86,7
23,99
38,12
9,13
26,47
83,99
85,19
45,91
71,72
62,84
33,27
70,17
12,3
87,5
76,62
21,22
48,78
22,58
8,90
3,84
39,27
1,56
23,4
84,82
65,65
98,83
82,57
79,35
36,39
36,55
74,71
55,29
77,47
55,98
36,48
1,23
7,68
59,40
98,69
85,60
64,27
94,19
85,84
36,27
37,33
52,26
68,90
88,69
47,67
83,9
96,66
5,72
70,64
12,67
15,7
75,63
19,98
42,71
90,1
15,39
11,77
36,35
46,32
21,7
40,46
1,71
20,55
81,36
76,33
69,74
58,14
100,61
95,67
79,51
23,60
85,40
43,75
98,40
47,21
34,50
86,88
82,23
89,44
54,11
42,1
69,23
27,9
18,39
2,48
48,55
50,76
6,5
63,72
74,83
32,72
55,32
87,26
64,25
63,12
16,100
86,38
93,69
73,97
3,33
57,42
14,92
68,77
6,24
13,10
70,12
8,45
80,43
38,58
14,81
2,56
11,56
94,55
20,81
37,41
1,67
49,26
27,61
16,84
5,71
76,10
52,73
60,5
41,56
96,53
81,63
13,27
71,4
61,88
82,13
66,42
33,64
1,26
46,62
19,68
15,11
68,44
48,72
80,56
57,11
51,40
39,84
45,54
88,49
59,100
88,56
33,67
43,77
1,31
73,3
48,67
52,100
5,32
89,12
20,37
2,48
81,5
60,27
73,56
45,70
80,17
69,82
2,85
100,10
97,74
88,57
53,6
95,69
71,63
23,50
27,44
82,82
20,18
15,33
50,34
56,78
16,38
94,56
68,15
49,23
89,13
35,79
32,95
42,36
67,11
67,28
57,18
55,42
50,21
36,28
28,71
40,76
12,71
86,53
20,14
97,40
34,38
39,61
9,18
91,59
63,85
24,76
24,35
87,48
14,100
80,26
22,20
60,89
79,92
17,37
14,86
79,16
14,3
96,24
62,42
64,39
65,78
99,34
74,34
15,92
52,57
6,63
13,60
57,29
72,45
28,52
73,25
39,36
59,6
77,3
29,52
71,67
60,88
19,48
48,4
3,21
61,26
62,93
37,16
39,35
61,97
94,19
46,2
24,44
24,89
22,78
46,7
17,65
56,97
5,40
5,36
27,73
59,89
45,38
54,28
11,9
94,42
68,85
93,47
84,68
41,34
43,81
10,64
90,59
5,31
59,49
14,39
79,54
100,36
43,97
15,59
67,13
85,15
45,58
30,48
21,87
54,28
5,17
53,50
38,66
36,4
44,44
83,44
91,69
87,57
66,94
56,14
84,20
91,92
38,67
52,63
4,18
48,66
24,97
11,6
89,66
39,62
65,47
3,40
31,65
56,58
76,94
95,48
49,73
89,62
13,54
67,97
86,13
37,98
99,45
91,43
3,6
48,59
72,12
43,18
15,56
51,94
73,60
34,21
68,54
66,75
